_id,season,date_code,weekending,region,Total_ILI,Total_Patients_Seen,Percent_ILI,Number_Providers_Reporting
12,2001-2002,200141,10/13/2001,Upper Southern,6,694,0.86,7
13,2001-2002,200142,10/20/2001,Bay Area,21,300,7,4
14,2001-2002,200142,10/20/2001,California,80,2996,2.67,29
15,2001-2002,200142,10/20/2001,Central,0,0,,0
16,2001-2002,200142,10/20/2001,Lower Southern,3,320,0.94,4
17,2001-2002,200142,10/20/2001,Northern,23,844,2.73,7
18,2001-2002,200142,10/20/2001,Upper Southern,33,1532,2.15,14
19,2001-2002,200143,10/27/2001,Bay Area,24,467,5.14,4
20,2001-2002,200143,10/27/2001,California,79,3048,2.59,30
21,2001-2002,200143,10/27/2001,Central,0,0,,0
22,2001-2002,200143,10/27/2001,Lower Southern,8,374,2.14,5
23,2001-2002,200143,10/27/2001,Northern,32,892,3.59,8
24,2001-2002,200143,10/27/2001,Upper Southern,15,1315,1.14,13
25,2001-2002,200144,11/3/2001,Bay Area,52,627,8.29,5
26,2001-2002,200144,11/3/2001,California,105,3015,3.48,30
27,2001-2002,200144,11/3/2001,Central,0,0,,0
28,2001-2002,200144,11/3/2001,Lower Southern,5,363,1.38,5
29,2001-2002,200144,11/3/2001,Northern,33,890,3.71,8
30,2001-2002,200144,11/3/2001,Upper Southern,15,1135,1.32,12
31,2001-2002,200145,11/10/2001,Bay Area,38,664,5.72,6
32,2001-2002,200145,11/10/2001,California,65,2894,2.25,27
33,2001-2002,200145,11/10/2001,Central,0,0,,0
34,2001-2002,200145,11/10/2001,Lower Southern,0,337,0,5
35,2001-2002,200145,11/10/2001,Northern,16,813,1.97,6
36,2001-2002,200145,11/10/2001,Upper Southern,11,1080,1.02,10
37,2001-2002,200146,11/17/2001,Bay Area,40,567,7.05,6
38,2001-2002,200146,11/17/2001,California,353,4569,7.73,32
39,2001-2002,200146,11/17/2001,Central,23,143,16.08,3
40,2001-2002,200146,11/17/2001,Lower Southern,3,332,0.9,4
41,2001-2002,200146,11/17/2001,Northern,21,692,3.03,7
42,2001-2002,200146,11/17/2001,Upper Southern,266,2835,9.38,12
43,2001-2002,200147,11/24/2001,Bay Area,15,304,4.93,6
44,2001-2002,200147,11/24/2001,California,204,3877,5.26,35
45,2001-2002,200147,11/24/2001,Central,21,206,10.19,3
46,2001-2002,200147,11/24/2001,Lower Southern,5,292,1.71,5
47,2001-2002,200147,11/24/2001,Northern,14,677,2.07,8
48,2001-2002,200147,11/24/2001,Upper Southern,149,2398,6.21,13
49,2001-2002,200148,12/1/2001,Bay Area,27,515,5.24,4
50,2001-2002,200148,12/1/2001,California,229,4694,4.88,31
51,2001-2002,200148,12/1/2001,Central,22,151,14.57,3
52,2001-2002,200148,12/1/2001,Lower Southern,3,338,0.89,5
53,2001-2002,200148,12/1/2001,Northern,17,922,1.84,8
54,2001-2002,200148,12/1/2001,Upper Southern,160,2768,5.78,11
55,2001-2002,200149,12/8/2001,Bay Area,28,502,5.58,6
56,2001-2002,200149,12/8/2001,California,107,3205,3.34,34
57,2001-2002,200149,12/8/2001,Central,34,287,11.85,3
58,2001-2002,200149,12/8/2001,Lower Southern,2,374,0.53,6
59,2001-2002,200149,12/8/2001,Northern,26,865,3.01,8
60,2001-2002,200149,12/8/2001,Upper Southern,17,1177,1.44,11
61,2001-2002,200150,12/15/2001,Bay Area,26,632,4.11,7
62,2001-2002,200150,12/15/2001,California,94,3234,2.91,34
